,uuid,user_name,text_clean,mentions_name
566968,1060716602766667827, AOTnoob ,would u eat this cup cake ,
566969,1060716657372307617, elrizzabeth ,Is it my toilet ,['AOTnoob']
566970,1060716664091586664, LevissimusRyan ,Cut off the bottom eat the rest,['AOTnoob']
566971,1060716670802464788, Razvaluha ,...,['AOTnoob']
566972,1060716676540284968, 6soup ,That s not chocolate on top,
566973,1060716693267165234, Swolsby ,,
566974,1060716724636360704, LevissimusRyan , xdd ,['Swolsby']
566975,1060716748682317936, ChiefEagly ,still not worth an extrajudicial death sentence.,['towelie']
566976,1060716750829789264, AOTnoob ,yes,['elrizzabeth']
566977,1060716764272533595, Razvaluha ,do brown cupcakes matter,
566978,1060716783071408229, elrizzabeth ,Then yes,
566979,1060716791845892126, 1THC ,If it s your toilet I m eating it,['elrizzabeth']
566980,1060716793909489855, 6soup ,No,['  Razvaluha  ']
566981,1060716800398073896, AOTnoob , pepeevil ,
566982,1060716804026155148, elrizzabeth ,Unless it s poop,
566983,1060716834938163220, elrizzabeth ,Right looks clean,['1THC']
566984,1060716854282289263, towelie ,no one killed him. swallowing pills all at once is sewer shit,['ChiefEagly']
566985,1060716877321617419, mushu ,gross,
566986,1060716913342287962, towelie , ,
566987,1060716926617260053, AOTnoob , FeelsStrongMan ,
566988,1060716929251299448, desperate enuf , ,['AOTnoob']
566989,1060716953611808809, TheTriggered ,Would you consider the 2008 coup de tat against the previous pro Russia Ukrainian government where pro NATO leadership was installed to be an insurrection ,['      bubu']
566990,1060716955998363790, hate2doit , ,
566991,1060716988479049748, hate2doit ,rip,
566992,1060717015561678868, towelie ,The martyr of blm was a failed pornstar,
566993,1060717041591525517, towelie ,who punched pregnant women in the stomach,
566994,1060717049971740692, bubu ,Does it fit the definition ,['TheTriggered']
566995,1060717078983757936, Rowow , yes ,['      bubu']
566996,1060717135183237221, bubu ,Then sure,
566997,1060717136290525326, towelie ,but yeah trumps such a bad guy,
566998,1060717149179613376, dink ,Hello beautiful people,
566999,1060717152606359572, 1THC ,,
567000,1060717153487171614, towelie ,gtfo out of here retards,
567001,1060717180775317546, Razvaluha ,the shithole known as ukraine,
567002,1060717188702539886, TheTriggered ,Yes,
567003,1060717195774136381, ChiefEagly ,ya and that little koombyeya experiment fell flat in what 6 weeks max yes extremes on any side is generally pretty bad.,['.Weissest']
567004,1060717280599740496, TheTriggered ,But people like to ignore that western forces three the first punch in the current conflict,
567005,1060717288736690186, Rowow ,cringe how american media only reported about ukraine years into the situation and the people think they know enough to make a judgement about the situation,
567006,1060717327391408258, dink ,I m so glad I m uninformed on the Ukraine Russia war.,
567007,1060717348572639403, Rowow ,npc,
567008,1060717351005339678, towelie ,they dont even remember crimera you expect too much,['Rowow']
567009,1060717381447585792, elrizzabeth ,Me too kekw ,['dink']
567010,1060717384329068634, TheTriggered ,Wouldn t be a thing if CIA backed forces didn t overthrow the government by force,
567011,1060717396110884894, Razvaluha ,basically just stalingrad 2.0,['dink']
567012,1060717427207442473, 1THC ,,
567013,1060717499236229252, Finalwoes ,sick hair bro,
567014,1060717516227358770, LevissimusRyan ,,['1THC']
567015,1060717543146401982, towelie ,,
567016,1060717555527991316, chromeowl ,,
567017,1060717598897086515, TheTriggered ,Ukraine dammed up the Crimean peninsulas main water source. They are rationing water there.,
567018,1060717629779755028, 1THC ,Thanks,[' Finalwoes ']
567019,1060717716157243474, towelie ,The left will defend criminals convicted sexual offenders and still ask where trumps taxes are,
567020,1060717801368715394, bubu ,The NPC mentality is to support a side without thinking about the other. You know exactly what Towelie is going to think of a situation before he even says anything because it s written clearer what his side is and what he must say and post,
567021,1060717803126145054, Finalwoes ,lmao,['Levissimus Ryan ']
567022,1060717818066251936, dink ,My roommate just put the ground beef in the drawer instead of the fridge,
567023,1060717824894586971, Finalwoes ,masterpiece of a montage,
567024,1060717853403258951, dink ,I feel like he just took salvia,
567025,1060717873963745331, towelie ,at least mention me and not try to slip it by be a man... with balls,['      bubu']
567026,1060717993388159066, towelie ,this is coming from someone who doesn t get the choice to vote,['      bubu']
567027,1060718099084615801, bubu ,I put your name. Sorry I missed the towelie,['towelie']
567028,1060718101752205433, ChiefEagly ,well we all have them now and it looks to a lot of people like some tax fraud shit.,['towelie']
567029,1060718121016635483, towelie ,yes better,['      bubu']
567030,1060718151379193927, bubu ,The NPC mentality is to support a side without thinking about the other. You know exactly what towelie is going to think of a situation before he even says anything because it s written clearer what his side is and what he must say and post,['towelie']
567031,1060718203942228030, towelie ,you said this,['      bubu']
567032,1060718253128818708, bubu ,It s worth repeating,
567033,1060718264986108075, dink ,Can y all just be homies,
567034,1060718298620248145, 6soup ,Probably not,
567035,1060718326373941308, dink ,Ugh,
567036,1060718348171751495, dink ,Men are so immature,
567037,1060718445064355851, NickJ , CANADA VS CZECHIA IN VC IIHF WORLD JUNIORS GOLD MEDAL ,
567038,1060718492816511066, bubu ,I can be chill with Towelie but I ll call out dumb when dumbs seen. Just as I hope you point it out to me,
567039,1060718526689718313, AOTnoob ,anyone want this cupcake for free,
567040,1060718603839741972, towelie ,and still the left cares more about taxes to defend people who were sex offenders during a protest trying to burn a gas station down and convict a 17 yr old who was defending himself for his life and with an excellent shot. that was my point the left is fueld with anger and then deflects as if the right has the anger yet their the ones looking to protest about anything and everything they can by manipulating the story,['ChiefEagly']
567041,1060718650480394262, bubu ,hiding away from subjects isn t healthy,
567042,1060718710123413615, towelie ,you forgot the mention again,['      bubu']
567043,1060718769552498738, bubu ,I m talking about you not too you,
567044,1060718777915945112, bubu ,calm down,
567045,1060718807955542026, CAPT T. FRAUD ,Got a drop on a flexing nogga,
567046,1060718811629760683, towelie ,thats why i said tag me like a man with balls,['      bubu']
567047,1060718816180580473, towelie , kekw ,
567048,1060718819326312498, CAPT T. FRAUD ,He from Tennessee,
567049,1060718848669659216, LevissimusRyan ,Sure mail it over,['AOTnoob']
567050,1060718849944715364, towelie ,bitches talk about someone,
567051,1060718861667799090, towelie ,talk to me,
567052,1060718864884834394, bubu ,Toxic,
567053,1060718871578935327, towelie ,im right here,
567054,1060718884023443477, towelie ,love you,
567055,1060719068929339392, Dashie ,Sing with me sing for the year,
567056,1060719100919292084, elrizzabeth ,Sing for the tears,['Dashie']
567057,1060719131638382622, Razvaluha ,seeing supposed boob pics,['towelie']
567058,1060719137925636126, Dashie , ,
567059,1060719190199251084, towelie ,your a bitch,['  Razvaluha  ']
567060,1060719207806947348, towelie ,you re ,
567061,1060719224500265010, towelie ,inb4 the correction,
567062,1060719228044456066, Swolsby ,dashie is the biggest cuck on the server,
567063,1060719231282458644, elrizzabeth ,I think it s digit,['towelie']
567064,1060719241734664332, Razvaluha ,you dug yourself in a hole,['towelie']
567065,1060719245706657834, Swolsby , LOL ,
567066,1060719246767820830, towelie ,i think its a cunt,
567067,1060719257731743774, TheTriggered , bubu non BRICS aligned natipns and their citizens are almost required to be against Russia regardless of that being what the TV tells them.,['      bubu']
567068,1060719289558110259, elrizzabeth ,Me too me too,['towelie']
567069,1060719356675371078, 1THC , lizzi Trump2024 ,
567070,1060719391655866388, bubu ,I have no idea what your talking about,['TheTriggered']
567071,1060719429417177189, TheTriggered ,Last time there was a multipolar world we had major conflict,
567072,1060719435494739990, elrizzabeth ,I support this message,['1THC']
567073,1060719459934945310, Dashie ,I walk the line,
567074,1060719470106120264, 1THC , trumpsalute ,['elrizzabeth']
567075,1060719474652745748, towelie ,its a nobody giggles ,['elrizzabeth']
567076,1060719481120370849, ChiefEagly ,you defending a 17yo open carrying an AR on the streets. A gun that by law he was not allowed to carry that sounds a lot like defending a criminal to me.,['towelie']
567077,1060719481145532487, TheTriggered , bubu Last time there was multiple global powers we had world ward,['      bubu']
567078,1060719500972019802, elrizzabeth ,It s an alt,
567079,1060719501362077736, Dashie , ,
567080,1060719550259282000, towelie ,Correct. he was proven innocent douchebag,['ChiefEagly']
567081,1060719583666900992, TheTriggered ,Can t justify supporting Russia without being in favor of potentiality global conflict,
567082,1060719625022738472, 1THC ,KYLE RITTENHOUSE DID NOTHING WRONG,
567083,1060719642127106058, Razvaluha ,show us the boobs,['towelie']
567084,1060719659625746522, towelie ,ban,['  Razvaluha  ']
567085,1060719667565564005, elrizzabeth ,Can I get an AMEN,['1THC']
567086,1060719700570542120, bubu ,What is a world ward,['TheTriggered']
567087,1060719704957779988, Razvaluha ,you have the boobs pics,['towelie']
567088,1060719710150336532, TheTriggered ,Criminal Show us the conviction ,['ChiefEagly']
567089,1060719725606342728, towelie ,ban x2,['  Razvaluha  ']
567090,1060719725702807642, Hmmy ,Do you know what this is ,
567091,1060719747932626984, LevissimusRyan ,Underage ban,['  Razvaluha  ']
567092,1060719755796951080, Razvaluha ,proof or cuck,['towelie']
567093,1060719770548322406, TheTriggered , bubu a typo but you know what I meant,['      bubu']
567094,1060719780941803701, elrizzabeth ,No but I wanna know,['H mmy']
567095,1060719784712482906, towelie ,a broken cock ring,['H mmy']
567096,1060719821567836161, 1THC ,A Cheeto puff,['H mmy']
567097,1060719823199412287, elrizzabeth ,It looks like a jelly fish,
567098,1060719823383974000, The Sleazy Car Salesman ,I think Kyle was acting in self defense and the innocent verdict was justified but he was a F king idiot for being in that situation in the first place,
567099,1060719840198926366, LevissimusRyan ,Special jellybean,['H mmy']
567100,1060719859903766619, bubu ,I don t really. I was trying to find the comical side,['TheTriggered']
567101,1060719868799897631, mik ,,['1THC']
567102,1060719912739426374, towelie ,he didnt seem that smart but hell of a fucking shot,['The Sleazy Car Salesman']
567103,1060719936714059826, Dashie ,Kyle rittenhouse shouldn t have been in that situation at all but who cares the people that died were p words and criminals,
567104,1060719957551358042, ChiefEagly ,just because you re found not guilty doesn t mean you re completely innocent either.,['TheTriggered']
567105,1060719977293955122, bubu ,Bro he played GTA tho so he MUST be a murderer,['The Sleazy Car Salesman']
567106,1060720006402429010, mik ,not guilty on all counts,['ChiefEagly']
567107,1060720020121985144, TheTriggered , ChiefEagly yes it does.at least in the USA,['ChiefEagly']
567108,1060720020616904716, mik ,completely innocent,
567109,1060720048404172800, towelie ,saved us tax payers money,['Dashie']
567110,1060720052426506310, LevissimusRyan , wat ,['ChiefEagly']
567111,1060720081765666877, elrizzabeth ,Tf,
567112,1060720100631642152, TheTriggered ,Anything short or conviction means innocence,
567113,1060720104196821033, mik ,,
567114,1060720142297866260, towelie ,its literally the meaning,['ChiefEagly']
567115,1060720157049229382, TheTriggered ,Here we are innocent until proven guilty,
567116,1060720189643178105, Hmmy ,It s actually an egg filled with babies from a sand snail on the beach,['elrizzabeth']
567117,1060720208060354591, towelie ,tell em trigger,
567118,1060720219670200331, elrizzabeth ,Awwwwwwww,['H mmy']
567119,1060720249172922448, NickJ ,GOAAAAAAAAAAAAAAAAAAAAAAAAAl,
567120,1060720249181315194, Hmmy ,Basically a snails nut,['elrizzabeth']
567121,1060720261923614770, The Sleazy Car Salesman ,like if you didn t want to get quickscoped you shouldn t have charged at him trying to beat him up. I think everyone was an idiot for being in that situation. So yes I think kyle was an idiot but not guilty of murder. That was self defense.,
567122,1060720264192733204, mik ,,
567123,1060720271687950387, NickJ ,LETS FUCKING GOOOOOOOOOO,
567124,1060720292688838748, bubu ,He was a bit of a stupid kid who put himself into a bad situation. But it was self defense. He was proven innocent. You can t really argue with that.,
567125,1060720299101925518, .Weissest ,Some of the Kyle situation was dumb. The FBI agent was taking two photos and trying to combine them in to one. So the agent added thousands of pixels to the photo.,
567126,1060720369981464597, elrizzabeth ,What a little chad,
567127,1060720452869300274, ChiefEagly ,how come erry one else had guns but he was the only one to shoot during all that hmm ,
567128,1060720482850189352, towelie ,show me your guns,['      bubu']
567129,1060720492442566727, TheTriggered ,The only thing that would ve gotten Kyle caught up was if he had a pistol instead of rifle likely,
567130,1060720538680573992, mik ,hearing boomers try to argue over pixels in court when not even being able to get the video up and running was ridiculous,['.Weissest']
567131,1060720554908319875, bubu ,What does that have to do with anything,['towelie']
567132,1060720575129059438, towelie ,everything,['      bubu']
567133,1060720583148572712, towelie , kekw ,
567134,1060720604375945359, TheTriggered , ChiefEagly because he was being attacked and was in fear for his life and had the willpower to take a life,['ChiefEagly']
567135,1060720622671511723, 1THC ,Show me your bomber,['towelie']
567136,1060720642154037358, ChiefEagly ,what gave him the right to violate the law that says he can t carry a rifle except for hunting and target practice ,
567137,1060720649741541489, towelie ,its an opinion based on living in a country where guns are a right,['      bubu']
567138,1060720685531529267, towelie ,fuel is too expensive sorry,['1THC']
567139,1060720699980918814, TheTriggered ,What law is that ,['ChiefEagly']
567140,1060720709795590284, Razvaluha ,not today fbi,['towelie']
567141,1060720718385512519, .Weissest ,So they rendered the photo on a specific sized screen. Then they put that photo on a large flat screen. This flat screen is adding more pixels.,['mik']
567142,1060720756792762429, bubu ,I literally said he was innocent and he was just in a bad place at a bad time.,['towelie']
567143,1060720760626360472, towelie ,God gave him the right. It says it in the bill of rights.,['ChiefEagly']
567144,1060720789697085472, TheTriggered ,Lol that law if it s real would be in direct contradiction to the constitution,
567145,1060720796663816222, 1THC ,I miss the days of 1.20 avgas,['towelie']
567146,1060720827210932285, mik ,i know and they also ran to it through a video editor to enhance it adding pixels that were never there,['.Weissest']
567147,1060720846689292369, Swolsby , ,['1THC']
567148,1060720847876259911, ChiefEagly ,I m not defending the sex offender that dumb fuck did stupid ass shit to a guy with a rifle. but the guy with the rifle shouldn t have had it and clearly couldn t handle himself with it.,
567149,1060720852641005679, Razvaluha ,let s go brandon,['1THC']
567150,1060720904306430083, towelie , Second Amendment A well regulated Militia being necessary to the security of a free State the right of the people to keep and bear Arms shall not be infringed. Fuck you britts we dumped that tea for good reason. get rekt,
567151,1060720986040840202, elrizzabeth , ,
567152,1060721046157803630, towelie ,The Second Amendment protects our God given right to keep and bear arms and these rights shall not be infringed upon like many states have attempted to do.,['ChiefEagly']
567153,1060721078621712384, LevissimusRyan ,Stfu,
567154,1060721105691746414, bubu ,Why are you coping I literally said it was self defense ,['towelie']
567155,1060721110112551042, LevissimusRyan , ChiefEagly,['ChiefEagly']
567156,1060721119927210005, TheTriggered ,Emphasis on phrasing,
567157,1060721122875813948, SnoopDOGGE ,ghost guns are an amazing an invention,
567158,1060721127460188190, ChiefEagly ,and courts have consistantly found that certain limitations and restrictions are acceptable and legal including age limits on carrying when and where.,
567159,1060721153720717313, TheTriggered ,The constitution does not grant rights,
567160,1060721158204428409, CAPT T. FRAUD ,,
567161,1060721158292525116, towelie , ree ,['      bubu']
567162,1060721161652158494, TheTriggered ,God does,
567163,1060721176663568475, 1THC ,My wife won t let me buy a pet alligator sadge ,
567164,1060721183349284905, SnoopDOGGE ,who knew that in 2023 you could open a gun factory right in your very home,
567165,1060721185438060574, towelie ,exactly,['TheTriggered']
567166,1060721191314276442, towelie ,he knows,
567167,1060721196058030131, towelie ,damn,
567168,1060721226009550858, elrizzabeth ,I would ve,['1THC']
567169,1060721234293301329, towelie ,might be the smartest thing triggered has said,
567170,1060721275070328853, 1THC ,Really pogU ,['elrizzabeth']
567171,1060721275397480458, CAPT T. FRAUD ,Idgaf what the court says it s my duty as a citizen to carry doesn t matter if I m 12 or 60,['ChiefEagly']
567172,1060721277742096505, .Weissest ,This pixel adding was taking a PREDICTION of what the entire scene would have looked like on that one specific frame. The worst part is that this didn t change anything about the case.,['mik']
567173,1060721293034536970, elrizzabeth ,Those are rights you re born with,
567174,1060721299116281966, mik ,,
567175,1060721330355449866, elrizzabeth ,I want a Savannah monitor too,['1THC']
567176,1060721364161531974, elrizzabeth ,They re crazy,
567177,1060721375620374548, towelie ,this still was the best court case to ever watch even over johnny depp judge was so based,['mik']
567178,1060721386571698196, 1THC ,I want an albino croc,['elrizzabeth']
567179,1060721401977389177, ChiefEagly ,and its a complete fuckwit of an argument to leash yourself to a arguably very poorly worded or understood amendment written in the heyday of checks notes flint lock muskets.,
567180,1060721434952990862, elrizzabeth ,Where would you put it,['1THC']
567181,1060721451889606777, mik ,,['towelie']
567182,1060721467072979076, 1THC ,The bathtub,['elrizzabeth']
567183,1060721469274992690, dariene ,yes it was,['Calibre39']
567184,1060721514028220492, CAPT T. FRAUD ,Bayonets and muskets were worse than modern rifled,
567185,1060721516934856764, ScottieRippen ,it s a sad day when towelie agrees with where my meth triggered,
567186,1060721532109865010, towelie ,the best was his phgone going off,
567187,1060721534399959062, Chet ,American Brains really think the founding fathers were channeling the word of God ,['TheTriggered']
567188,1060721543384158238, CAPT T. FRAUD ,PUttinf a golf ball size hole through a nogga,
567189,1060721553559527514, CAPT T. FRAUD ,I like that,
567190,1060721561058943057, NickJ ,,
567191,1060721580524720198, .Weissest ,That judge had to yell at the lawyers a few times.,
567192,1060721580629569556, TheTriggered ,I add in with lots of useful info you all just never listen,['towelie']
567193,1060721622660681798, LevissimusRyan ,Check again cannons were allowed too and a cannon will do a fuckload more damage than an AR,['ChiefEagly']
567194,1060721634035630120, towelie ,The notion of God given rights shouldn t be controversial. It is a bedrock of the American creed written into the Declaration of Independence.,['Chet']
567195,1060721695633191052, TheTriggered ,Barely get 5 words out before someone interrupts usually,
567196,1060721701341638736, CAPT T. FRAUD ,Those muh muskets are fgts,['Levissimus Ryan ']
567197,1060721716097204324, mik ,,['.Weissest']
567198,1060721728067752077, elrizzabeth ,I m gonna steal the Declaration of Independence,
567199,1060721736213069927, towelie ,It s preamble says of course that all men are endowed by their Creator with certain unalienable Rights that among these are Life Liberty and the pursuit of Happiness. ,['Chet']
567200,1060721765342531614, 1THC ,Let s do it together,['elrizzabeth']
567201,1060721789849841704, RighteousandWrath22 ,I write my name in cursive sometimes for fun. It s become my signature move.,
567202,1060721804727033946, elrizzabeth ,Ok I ll be yer sidekick,['1THC']
567203,1060721831583154266, towelie ,John F. Kennedy said the same revolutionary beliefs for which our forbears fought are still at issue around the globe the belief that the rights of man come not from the generosity of the state but from the hand of God. ,['Chet']
567204,1060721836742164480, 1THC , pogU ,['elrizzabeth']
567205,1060721853636816896, CAPT T. FRAUD ,That s called a signature,['RighteousandWrath22']
567206,1060721875006803978, CAPT T. FRAUD , kekw ,
567207,1060721908355694642, elrizzabeth , kekw ,
567208,1060721936541437983, ChiefEagly ,it s not a god given right not according to the government thats handled in the first amendment. It is a constitutional right that has been refined by the legislatures and the courts over the last 270 years.,['towelie']
567209,1060721978530615409, towelie ,The Bill of Rights puts flesh on the bones of those unalienable rights of life and liberty and numbers the right of the people to keep and bear Arms among them.,['ChiefEagly']
567210,1060721982624243732, dariene , elrizzabeth are gonna be roommates and we re livestreaming our lives,['elrizzabeth']
567211,1060722012361867265, elrizzabeth ,Yes,['dariene']
567212,1060722060814458920, elrizzabeth ,It s gonna be legit,
567213,1060722081039384686, ChiefEagly ,you re gonna get one shot at a mob with a cannon.,['Levissimus Ryan ']
567214,1060722108809887805, .Weissest ,Some want to blame the judge for being a boomer. But explanations can be simplified and broken down. Even in to the most basic understandings.,
567215,1060722141210878092, Chet ,Sure those are pretty basic non controversial ideas. But the right to bear arms is not an obvious extensions of those tenets. Thus the need for an amendment.,['towelie']
567216,1060722176824721509, towelie ,John Adams said in his defense of one of the British soldiers charged in the Boston Massacre in 1770 self defense was the primary canon in the law of nature. ,['Chet']
567217,1060722191957770240, CAPT T. FRAUD ,This nigga don t know what grape shots is,
567218,1060722220500000768, towelie ,Owning a gun is an extension of this law of nature and has been recognized as such for a very long time in Anglo America. The right to bear arms had deep roots in England and predated the Constitution on these shores.,['Chet']
567219,1060722255904112743, dariene ,oh we re doing first and second amendments again,
567220,1060722281564868638, Fuckboy ,You have just given mik a reputation point ,['mik']
567221,1060722293707395172, dariene , peepoExit ,
567222,1060722306013470730, Chet ,Are you copy and pasting responses ,
567223,1060722313001177118, elrizzabeth ,I like the smart talks,
567224,1060722319087128606, towelie ,british people trying to tell us about our rights,['dariene']
567225,1060722328570441758, towelie ,AGAIN,
567226,1060722334744461344, .Weissest ,You know what. Take my rep Mik. I like that video.,
567227,1060722340910075954, RighteousandWrath22 ,My doctor told me I m going deaf. That news was hard to hear.,
567228,1060722346362675311, CAPT T. FRAUD ,There should be no restrictions on firearms let everyone own a gun,
567229,1060722346878586880, TheTriggered ,It s one of the often unspoken threats by the American left wing assault on religion that our rights are inalienable and granted to us by a higher power. If they take away that higher power then there is no longer a basis for our rights and they can take them at will.,['towelie']
567230,1060722350594740314, Fuckboy ,You have just given leash a reputation point ,['leash']
567231,1060722368969969725, CAPT T. FRAUD ,Kids felons idgaf,
567232,1060722370861609000, Chet ,No way you re actually typing a response that quickly,
567233,1060722385449386064, leash ,All the tea Dump it.,
567234,1060722396090335284, CAPT T. FRAUD ,Let them have auto,
567235,1060722396262305813, LevissimusRyan ,ok pull up ,['ChiefEagly']
567236,1060722397851951114, mik ,tyty,
567237,1060722402398568548, Fuckboy ,You have just given mik a reputation point ,['mik']
567238,1060722409877012480, towelie ,the Virginia Constitution in 1776 Thomas Jefferson wrote No freeman shall ever be debarred the use of arms. ,
567239,1060722414478184489, Fuckboy ,You have just given elrizzabeth a reputation point ,['elrizzabeth']
567240,1060722429049180160, elrizzabeth ,Tyty,
567241,1060722473735303249, Fuckboy ,You need to wait 2 hours 59 minutes 5 seconds until you can give reputation again ,
567242,1060722475467550720, CAPT T. FRAUD ,That includes felons free my niggas,['towelie']
567243,1060722481301831760, towelie ,i aint go no tea sis,['leash']
567244,1060722495277252738, elrizzabeth , sadcatangry ,
567245,1060722505712680960, ChiefEagly ,and on many occasions the federal courts up tho the supreme court have supported infringements.,['towelie']
567246,1060722538424045690, towelie ,felons are not free,['CAPT T. FRAUD']
567247,1060722546128986173, leash , ,['towelie']
567248,1060722561815679107, towelie ,theyre convicted felons,
567249,1060722579121389668, towelie ,hence the word convicted,
567250,1060722593960828999, RighteousandWrath22 ,Baking dropped the laundry basket. She was mad because I just stood there and watched it unfold.,
567251,1060722636033904681, ChiefEagly ,a 1776 cannon you derp.,['Levissimus Ryan ']
567252,1060722647945723994, CAPT T. FRAUD ,Once they re out of prison they should get their rights back,
567253,1060722662609014834, TheTriggered ,If the citizenry had the same mentality as they did in 1776 we would have already insurrected,['ChiefEagly']
567254,1060722667180785765, CAPT T. FRAUD ,They are no longer locked up,
567255,1060722677414899735, CAPT T. FRAUD ,They did their crime,
567256,1060722691251904522, CAPT T. FRAUD ,They did their time,
567257,1060722701750243359, towelie ,Guns make it possible for Americans to defend themselves and to defend their liberties.,
567258,1060722729868873780, mik , ,
567259,1060722744494403665, TheTriggered ,Not all felons go to prison,
567260,1060722761644908585, towelie ,theyre convicted felons. They had their chance to appeal,['CAPT T. FRAUD']
567261,1060722762743808070, LevissimusRyan ,Line em up the cannons shrapnel shot ez clap,['ChiefEagly']
567262,1060722775200890950, 1THC ,Not if they committed a violent crime,['CAPT T. FRAUD']
567263,1060722827084447754, TheTriggered ,And felons can regain their rights,
567264,1060722863738458132, Chet ,Bro the government has tanks missiles drones jets nukes etc.,
567265,1060722871942524988, CAPT T. FRAUD ,It s a pain,['TheTriggered']
567266,1060722879513243740, leash ,You get it.,['mik']
567267,1060722893572559010, TheTriggered ,5 years after the end of probation for class C,
567268,1060722913654866003, towelie ,Alexander Hamilton wrote in The Federalist of the importance of the original right of self defense which is paramount to all positive forms of government. This right can be used if necessary per Hamilton against the usurpations of the national rulers. ,
567269,1060722961507700806, CAPT T. FRAUD ,Yes and then they went to jail and did their time no reason to not allow them to own firearms,['towelie']
567270,1060722980856004618, leash ,Is this coming from Experience ,['TheTriggered']
567271,1060722984572174356, TheTriggered ,I would ve been eligible in 3 years for expungement,
567272,1060723040327041134, towelie ,im all for shipping them to the UK,['CAPT T. FRAUD']
567273,1060723060300320869, towelie ,pull a reverse australia,
567274,1060723081150206053, TheTriggered ,Elaborate ,['CAPT T. FRAUD']
567275,1060723104294371348, TheTriggered ,All felons ,
567276,1060723110682304542, RighteousandWrath22 ,You know what the difference is between a well dressed man on a bicycle and a well dressed man on a unicycle is Attire.,
567277,1060723117477077023, CAPT T. FRAUD ,Yeah,
567278,1060723156765130944, TheTriggered ,I agree with you though my opinion is biased,
567279,1060723187442266263, LevissimusRyan ,What s this grave hag doing there,
567280,1060723197504405645, ThickGary Dell Abate G.E.D. ,not a felon gang,
567281,1060723231797026927, towelie ,wheres nancy,['Levissimus Ryan ']
567282,1060723237098627172, CAPT T. FRAUD ,Listen if your felony is bad enough you shouldn t get out,
567283,1060723278584492152, CAPT T. FRAUD ,Almost everything is a felony nowadays,
567284,1060723280035725312, TheTriggered ,However the only form of slavery still legal in America is the forced labor of the incarcerated,
567285,1060723291247083670, towelie ,correct should be murdered in the prison with the others,['CAPT T. FRAUD']
567286,1060723294682234920, elrizzabeth ,This is true,['CAPT T. FRAUD']
567287,1060723337199886386, LevissimusRyan ,Why is nancy,['towelie']
567288,1060723337904525385, ChiefEagly ,assault on religion whens the last time the feds shut down a legit church burned scripture Religion is assaulting democracy by preaching politics at the pulpit. Scamming tax revenue under the guise of a church.,['TheTriggered']
567289,1060723345160675348, ThickGary Dell Abate G.E.D. ,people on deathrow should be able to fight for their lives,
567290,1060723362650935316, ThickGary Dell Abate G.E.D. ,it would be the biggest ever ppv,
567291,1060723375254814792, elrizzabeth ,Yes,[' ThickGary Dell Abate G.E.D.']
567292,1060723402563924018, CAPT T. FRAUD ,They shouldn t go to prison we need death penalty back,['towelie']
567293,1060723404325519380, ThickGary Dell Abate G.E.D. ,let them train,
567294,1060723429348753458, ThickGary Dell Abate G.E.D. ,do a whole year build up,
567295,1060723435271098378, elrizzabeth ,The winners get to have the last meal,
567296,1060723447543644220, CAPT T. FRAUD ,There s like 3 million niggas in US in prison,
567297,1060723479353249842, elrizzabeth ,We can half that,
567298,1060723479986589829, RighteousandWrath22 ,IN THE NAME OF ROME,[' ThickGary Dell Abate G.E.D.']
567299,1060723479994970143, ThickGary Dell Abate G.E.D. ,the winner gets freedom,
567300,1060723490140991549, elrizzabeth ,With this idea,
567301,1060723500605767690, towelie , save taxes. problem is the corrupt justice system and 10 years later new dna proves it wasnt them,['CAPT T. FRAUD']
567302,1060723504695218351, ChiefEagly ,and to shoot up their schools...wait.,['towelie']
567303,1060723512471457934, CAPT T. FRAUD ,If we bring back death penalty we can drop that down,
567304,1060723517865349200, TheTriggered ,The assault on religion is the constant attempt to separate religion from government,['ChiefEagly']
567305,1060723538702647346, ThickGary Dell Abate G.E.D. ,VICTORY,['RighteousandWrath22']
567306,1060723567337164900, elrizzabeth ,Oh good lort kekw ,['towelie']
567307,1060723596441440336, ThickGary Dell Abate G.E.D. ,anyway dont steal my idea,
567308,1060723605593403502, towelie ,or run around with a knife on a train or city where cops only have sticks,['ChiefEagly']
567309,1060723610144223322, CAPT T. FRAUD ,When was WaCo again ,['ChiefEagly']
567310,1060723624560042074, ThickGary Dell Abate G.E.D. ,im going to pitch it to dana white,
567311,1060723653479759932, Fuckboy ,Shazee s balance is 8 378 843 WSBux,
567312,1060723658064142346, elrizzabeth ,Waco ,['CAPT T. FRAUD']
567313,1060723677911580672, LevissimusRyan ,And that s when you execute the prosecutor coolpepe ,['towelie']
567314,1060723698073612348, CAPT T. FRAUD ,Yes,['elrizzabeth']
567315,1060723719091269823, elrizzabeth ,David,
567316,1060723723319120013, towelie ,yo so whats tomorrows date ,['Levissimus Ryan ']
567317,1060723730994696304, Fuckboy , nyx Evo Takes s balance is 5 603 080 WSBux,
567318,1060723747369263185, CAPT T. FRAUD ,My Carmel or whatever,
567319,1060723778373550150, TheTriggered ,Removing God from government removes the very basis of our unalienable rights enshrined in the constitution,
567320,1060723780135161929, LevissimusRyan ,January 7th,['towelie']
567321,1060723784153317426, elrizzabeth , facepalm ,
567322,1060723787592646756, ChiefEagly ,IT IS SUPPOSED TO BE SEPERATE YOU DUMB SHIT EATING MONKEY ,['TheTriggered']
